"age","sexe","nivetud","occup","qualif","freres.soeurs","clso","relig","trav.imp","trav.satisf","hard.rock","lecture.bd","peche.chasse","cuisine","bricol","cinema","sport","heures.tv","age_group"
33,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Oui","Pratiquant occasionnel","Peu important","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",3,"25-34"
52,"Homme","Supérieur & tech","Chomeur","Employe",15,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Non",1,"50-64"
45,"Femme","Techno/Pro court","Exerce une profession","Employe",1,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Oui",0.4,"35-49"
44,"Femme","Supérieur & tech","Au foyer",NA,3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",3,"35-49"
53,"Femme","1er cycle","Exerce une profession","Employe",11,"Non","Pratiquant regulier","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Non","Non",3,"50-64"
39,"Femme","Techno/Pro court","Au foyer","Employe",5,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"35-49"
48,"Femme","Primaires","Au foyer","Employe",5,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",6,"35-49"
44,"Femme","N'a jamais fait d'etudes","Au foyer",NA,7,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",3,"35-49"
18,"Homme","Techno/Pro court","Chomeur",NA,5,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",5,"18-24"
46,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",0,"35-49"
48,"Femme","Primaires","Exerce une profession","Ouvrier qualifie",8,"Oui","Ni croyance ni appartenance","Peu important","Insatisfaction","Non","Non","Non","Oui","Non","Non","Non",1,"35-49"
49,"Femme","2eme cycle","Exerce une profession","Autre",0,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",2,"35-49"
37,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",4,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",1,"35-49"
55,"Femme","Primaires","Exerce une profession","Employe",5,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Oui","Non","Oui","Oui","Oui",4,"50-64"
78,"Homme","2eme cycle","Retraite","Ouvrier qualifie",0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
58,"Femme","Techno/Pro court","Au foyer","Employe",0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",1,"50-64"
48,"Femme","Primaires","Chomeur","Employe",6,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"35-49"
80,"Homme","Supérieur & tech","Retraite","Cadre",7,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Oui",3,"65+"
48,"Femme","1er cycle","Au foyer","Ouvrier specialise",4,"Non","NSP ou NVPR",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"35-49"
30,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",3,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Oui","Oui","Oui","Oui","Oui",5,"25-34"
64,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Oui","Non","Oui","Non","Oui",4,"50-64"
26,"Homme","Techno/Pro long","Exerce une profession","Employe",1,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",4,"25-34"
45,"Femme","1er cycle","Exerce une profession","Ouvrier specialise",4,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",1,"35-49"
52,"Homme","1er cycle","Chomeur","Ouvrier specialise",7,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",5,"50-64"
66,"Femme","Primaires","Retire des affaires",NA,4,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
41,"Femme","1er cycle","Exerce une profession","Employe",4,"Oui","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",2,"35-49"
70,"Femme","Supérieur & tech","Retraite","Employe",0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Non",1,"65+"
44,"Femme","N'a jamais fait d'etudes","Exerce une profession","Autre",5,"Non","Pratiquant regulier","Le plus important","Satisfaction","Non","Non","Non","Non","Non","Non","Non",1,"35-49"
63,"Homme","Primaires","Retraite","Cadre",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Non",6,"50-64"
56,"Homme","Primaires","Exerce une profession","Ouvrier specialise",12,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",1,"50-64"
75,"Femme","Primaires","Retraite",NA,1,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Oui","Oui","Non","Non","Oui",5,"65+"
77,"Femme","Primaires","Retire des affaires",NA,3,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",4,"65+"
31,"Homme","Supérieur & tech","Exerce une profession","Technicien",2,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",2,"25-34"
59,"Homme","Techno/Pro court","Autre inactif",NA,9,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"50-64"
43,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",4,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"35-49"
50,"Homme","1er cycle","Autre inactif","Technicien",6,"Non","Rejet",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"50-64"
71,"Femme","2eme cycle","Retraite","Employe",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
20,"Homme",NA,"Etudiant, eleve",NA,2,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",2,"18-24"
30,"Femme","Supérieur & tech","Exerce une profession","Cadre",0,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",1,"25-34"
63,"Femme","Primaires","Retraite","Employe",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
66,"Femme","Primaires","Retraite","Employe",7,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",5,"65+"
34,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Oui","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",3,"25-34"
45,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",2,"35-49"
36,"Homme","Techno/Pro court","Chomeur","Ouvrier qualifie",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",4,"35-49"
70,"Femme","1er cycle","Retraite","Employe",5,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",3,"65+"
68,"Femme","< Etudes primaires","Retraite","Employe",3,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",4,"65+"
47,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",3,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",2,"35-49"
53,"Femme","2eme cycle","Exerce une profession","Cadre",2,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",2,"50-64"
74,"Homme","2eme cycle","Retraite","Technicien",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1.1,"65+"
55,"Femme","Techno/Pro long","Retraite","Cadre",8,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",2,"50-64"
45,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",7,"Non","Appartenance sans pratique","Aussi important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Non","Non",5,"35-49"
26,"Homme","Supérieur & tech","Exerce une profession","Technicien",1,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"25-34"
39,"Femme","2eme cycle","Exerce une profession","Employe",1,"Non","Appartenance sans pratique","Peu important","Insatisfaction","Non","Non","Non","Oui","Non","Oui","Oui",2,"35-49"
49,"Homme","Techno/Pro court","Exerce une profession","Employe",4,"Non","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",1,"35-49"
67,"Femme","< Etudes primaires","Retraite","Employe",5,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
64,"Femme","< Etudes primaires","Autre inactif","Ouvrier specialise",2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",4,"50-64"
21,"Homme","Techno/Pro long","Exerce une profession","Employe",3,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",3,"18-24"
50,"Femme","Supérieur & tech","Au foyer","Profession intermediaire",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",4,"50-64"
53,"Femme","Primaires","Autre inactif","Ouvrier qualifie",0,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"50-64"
58,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",1,"50-64"
45,"Femme","1er cycle","Exerce une profession","Employe",8,"Oui","NSP ou NVPR","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Non",3,"35-49"
33,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",2,"25-34"
23,"Homme","2eme cycle","Exerce une profession","Ouvrier qualifie",2,"Oui","Pratiquant regulier","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Oui","Oui",2,"18-24"
77,"Femme","1er cycle","Autre inactif","Employe",14,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"65+"
34,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",2.1,"25-34"
73,"Femme","N'a jamais fait d'etudes","Autre inactif","Ouvrier specialise",6,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
35,"Femme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Ni croyance ni appartenance","Peu important","Insatisfaction","Non","Non","Non","Oui","Non","Oui","Non",1.7,"35-49"
55,"Homme","Supérieur & tech","Exerce une profession",NA,1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",1,"50-64"
41,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",11,"Oui","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Non","Oui",4,"35-49"
24,"Homme","1er cycle","Exerce une profession","Ouvrier qualifie",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",4,"18-24"
66,"Homme","Primaires","Retraite","Ouvrier qualifie",6,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",6,"65+"
40,"Homme","1er cycle","Chomeur","Ouvrier specialise",8,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",11,"35-49"
33,"Homme","Supérieur & tech","Exerce une profession","Autre",1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Oui",2,"25-34"
47,"Femme","Techno/Pro court","Autre inactif",NA,3,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"35-49"
23,"Femme","Supérieur & tech","Chomeur","Ouvrier specialise",2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",3,"18-24"
61,"Femme","Supérieur & tech","Retraite","Employe",7,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",3,"50-64"
68,"Femme","Techno/Pro court","Retraite","Employe",1,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",0,"65+"
52,"Femme","Supérieur & tech","Exerce une profession","Technicien",2,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Non","Non","Non","Oui",2,"50-64"
50,"Femme","2eme cycle","Exerce une profession","Employe",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",2,"50-64"
65,"Femme","< Etudes primaires","Retraite","Employe",5,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"65+"
18,"Femme",NA,"Etudiant, eleve",NA,2,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Non",0,"18-24"
37,"Femme","2eme cycle","Exerce une profession","Employe",0,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Oui","Non","Non","Non","Non",3,"35-49"
26,"Homme","1er cycle","Exerce une profession","Ouvrier specialise",3,"Non","Ni croyance ni appartenance","Peu important","Insatisfaction","Non","Non","Non","Non","Non","Non","Oui",3,"25-34"
33,"Homme","2eme cycle","Exerce une profession","Cadre",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",0.9,"25-34"
36,"Femme","1er cycle","Chomeur","Employe",6,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",4,"35-49"
47,"Homme","< Etudes primaires","Chomeur","Employe",14,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",0,"35-49"
70,"Homme","Techno/Pro court","Retraite","Profession intermediaire",1,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
55,"Homme","Techno/Pro court","Exerce une profession","Technicien",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",2,"50-64"
39,"Femme","Techno/Pro court","Au foyer","Employe",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",5,"35-49"
19,"Femme","Techno/Pro court","Exerce une profession","Employe",2,"Non","Pratiquant regulier","Aussi important que le reste","Insatisfaction","Non","Non","Non","Oui","Non","Oui","Oui",2,"18-24"
67,"Femme","< Etudes primaires","Au foyer","Ouvrier specialise",5,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"65+"
75,"Femme","2eme cycle","Retire des affaires",NA,1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",3,"65+"
31,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Non","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"25-34"
48,"Femme","1er cycle","Exerce une profession","Employe",3,"Non","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",0.1,"35-49"
41,"Femme","1er cycle","Au foyer",NA,3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",1,"35-49"
46,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",0,"35-49"
39,"Homme","Techno/Pro court","Exerce une profession","Employe",0,"Non","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",2,"35-49"
69,"Femme","Primaires","Retraite","Employe",4,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"65+"
78,"Femme","Primaires","Autre inactif","Employe",2,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"65+"
47,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",1,"35-49"
59,"Homme","Primaires","Autre inactif","Cadre",6,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",3,"50-64"
47,"Femme","Techno/Pro long","Exerce une profession","Cadre",1,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Oui","Oui","Non","Oui","Oui","Oui",3,"35-49"
55,"Femme","Techno/Pro court","Exerce une profession",NA,3,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",0,"50-64"
67,"Homme","2eme cycle","Retraite","Cadre",3,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",0,"65+"
21,"Homme",NA,"Etudiant, eleve",NA,6,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2,"18-24"
34,"Femme","Supérieur & tech","Au foyer",NA,4,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",2,"25-34"
65,"Femme","Primaires","Au foyer","Employe",4,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0.1,"65+"
42,"Femme","Primaires","Exerce une profession","Employe",2,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",5,"35-49"
