,name,nation,club,position,alternative positions,age,overall,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,height,weight,preferred foot,weak foot,league,att work rate,def work rate,skill moves,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Gender
6664,Thibaut Courtois,Belgium,Real Madrid,GK,GK,32,90,85,89,76,93,46,90,42,52,13,14,57,17,12,27,44,14,20,33,35,19,63,45,88,23,13,66,15,13,20,18,16,68,38,70,23,"199CM / 6'6""FT",96KG / 212LBS,Left,3,LALIGA EA SPORTS,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thibaut-courtois/192119,85,89,76,90,93,M
6665,Harry Kane,England,FC Bayern München,ST,"ST, CF",31,90,69,93,84,83,49,83,67,71,94,95,93,87,89,92,87,80,65,87,88,82,66,73,93,87,82,92,42,89,46,46,38,87,83,84,80,"188CM / 6'2""FT",89KG / 196LBS,Right,5,Bundesliga,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harry-kane/202126,,,,,,M
6667,Robert Lewandowski,Poland,FC Barcelona,ST,"ST, CF",36,90,75,91,80,87,44,84,76,75,94,93,91,84,89,90,81,76,85,84,70,79,77,83,93,90,86,88,49,91,35,42,19,92,76,89,81,"185CM / 6'1""FT",81KG / 179LBS,Right,4,LALIGA EA SPORTS,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-lewandowski/188545,,,,,,M
6668,Mohamed Salah,Egypt,Liverpool,RW,"RW, RM",32,89,89,87,81,88,45,76,89,89,92,92,82,84,83,81,84,80,69,84,77,84,89,91,93,86,88,90,55,59,38,43,41,80,87,75,63,"175CM / 5'9""FT",71KG / 157LBS,Left,3,Premier League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohamed-salah/209331,,,,,,M
6671,Rúben Dias,Portugal,Manchester City,CB,CB,27,89,62,39,66,69,89,87,54,69,39,29,74,26,32,45,51,54,48,83,76,46,60,56,89,75,64,81,86,87,91,91,87,84,78,90,93,"187CM / 6'2""FT",82KG / 181LBS,Right,4,Premier League,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruben-dias/239818,,,,,,M
6672,Vini Jr.,Brazil,Real Madrid,LW,"LW, LM",24,89,95,82,78,90,29,68,95,95,87,89,76,80,72,65,81,78,62,80,77,77,94,84,86,90,92,79,26,50,32,25,18,74,84,64,58,"176CM / 5'9""FT",73KG / 161LBS,Right,4,LALIGA EA SPORTS,High,High,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vini-jr/238794,,,,,,M
6673,Rodri,Spain,Manchester City,CDM,"CDM, CM",28,89,58,73,80,80,85,84,54,62,75,64,91,82,59,62,82,63,61,89,90,65,65,64,89,88,79,85,84,81,88,87,78,80,89,83,83,"191CM / 6'3""FT",82KG / 181LBS,Right,4,Premier League,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodri/231866,,,,,,M
6674,Rodri,Spain,Manchester City,CDM,"CDM, CM",28,89,58,73,80,80,85,84,54,62,75,64,91,82,59,62,82,63,61,89,90,65,65,64,89,88,79,85,84,81,88,87,78,80,89,83,83,"191CM / 6'3""FT",82KG / 181LBS,Right,4,Premier League,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodri/231866,,,,,,M
6675,Neymar Jr,Brazil,Al Hilal,LW,"LW, LM",32,89,86,83,85,93,37,61,88,85,86,83,79,81,86,91,90,83,87,85,81,88,93,83,88,94,95,93,37,63,35,32,29,72,78,51,63,"175CM / 5'9""FT",68KG / 150LBS,Right,5,ROSHN Saudi League,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/neymar-jr/190871,,,,,,M
6677,Marc-André ter Stegen,Germany,FC Barcelona,GK,GK,32,89,86,85,89,91,47,86,45,50,11,14,67,10,14,25,70,18,12,61,63,18,39,43,85,30,21,70,22,11,25,13,10,72,35,78,43,"187CM / 6'2""FT",85KG / 187LBS,Right,4,LALIGA EA SPORTS,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marc-andre-ter-stegen/192448,86,85,89,86,91,M
6678,Virgil van Dijk,Holland,Liverpool,CB,CB,33,89,78,60,71,72,89,86,66,87,47,52,81,64,45,62,65,53,70,79,86,60,59,50,88,76,70,89,88,86,90,91,86,89,72,93,85,"193CM / 6'4""FT",92KG / 203LBS,Right,3,Premier League,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/virgil-van-dijk/203376,,,,,,M
6679,Alisson,Brazil,Liverpool,GK,GK,31,89,86,85,85,89,56,90,60,49,13,13,64,14,20,23,66,17,18,60,58,19,40,37,87,42,27,66,11,29,15,19,16,82,32,78,27,"193CM / 6'4""FT",91KG / 201LBS,Right,3,Premier League,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alisson/212831,86,85,85,90,89,M
6681,Casemiro,Brazil,Manchester Utd,CDM,CDM,32,89,63,75,79,73,89,88,60,66,77,69,88,81,68,66,79,68,74,84,85,77,61,65,90,79,69,85,89,84,90,89,88,85,88,88,91,"185CM / 6'1""FT",84KG / 185LBS,Right,3,Premier League,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casemiro/200145,,,,,,M
6683,Bruno Fernandes,Portugal,Manchester Utd,CAM,"CAM, CM",30,88,71,86,90,83,69,77,74,68,88,83,88,88,87,90,94,87,85,90,92,86,78,79,91,88,81,82,66,66,69,74,65,73,95,66,84,"179CM / 5'10""FT",69KG / 152LBS,Right,3,Premier League,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruno-fernandes/212198,,,,,,M
6685,Antoine Griezmann,France,Atlético de Madrid,ST,"ST, CF",33,88,80,88,87,88,58,75,80,80,90,90,85,87,85,79,88,82,85,89,86,89,89,84,90,89,88,89,57,85,45,63,60,85,86,69,74,"176CM / 5'9""FT",73KG / 161LBS,Left,3,LALIGA EA SPORTS,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antoine-griezmann/194765,,,,,,M
6686,Victor Osimhen,Nigeria,Napoli FC,ST,"ST, CF",25,88,90,86,66,83,42,82,87,92,90,91,86,77,83,75,70,62,52,74,54,63,78,68,89,86,83,80,34,84,36,45,22,94,81,86,68,"185CM / 6'1""FT",78KG / 172LBS,Right,4,Serie A TIM,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/victor-osimhen/232293,,,,,,M
6689,Bernardo Silva,Portugal,Manchester City,CM,"CM, RW",30,88,69,78,86,92,70,69,78,61,85,78,79,79,78,68,87,84,67,91,82,84,95,92,89,91,92,89,73,54,70,76,60,66,93,54,78,"173CM / 5'8""FT",64KG / 141LBS,Left,3,Premier League,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bernardo-silva/218667,,,,,,M
6690,Federico Valverde,Uruguay,Real Madrid,CM,"CM, RW",26,88,88,82,84,84,80,82,84,91,86,79,89,87,70,59,86,78,69,87,88,74,77,68,89,88,83,84,83,59,79,85,79,80,89,80,81,"182CM / 6'0""FT",78KG / 172LBS,Right,4,LALIGA EA SPORTS,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-valverde/239053,,,,,,M
6692,Ederson,Brazil,Manchester City,GK,GK,31,88,86,82,91,86,64,86,64,63,20,14,68,18,18,51,70,20,20,61,65,15,60,48,87,40,23,70,27,14,29,15,8,79,44,78,38,"188CM / 6'2""FT",86KG / 190LBS,Left,3,Premier League,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ederson/210257,86,82,91,86,86,M
6694,Joshua Kimmich,Germany,FC Bayern München,CDM,"CDM, RB, CM",29,88,70,74,88,84,82,79,77,65,80,68,78,83,69,69,85,91,76,88,91,85,84,84,88,85,82,86,85,72,82,84,78,78,94,68,88,"177CM / 5'10""FT",75KG / 165LBS,Right,4,Bundesliga,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joshua-kimmich/212622,,,,,,M
6695,Jan Oblak,Slovenia,Atlético de Madrid,GK,GK,31,88,85,90,78,87,46,86,42,53,11,11,59,12,13,11,67,13,14,43,40,13,64,48,85,30,12,68,24,15,27,14,18,72,42,78,36,"188CM / 6'2""FT",87KG / 192LBS,Right,3,LALIGA EA SPORTS,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jan-oblak/200389,85,90,78,86,87,M
6700,Luka Modrić,Croatia,Real Madrid,CM,CM,39,87,72,76,89,87,72,66,75,70,76,72,79,82,76,83,91,86,78,91,92,85,92,92,85,90,84,92,80,55,70,73,72,67,83,58,62,"172CM / 5'8""FT",66KG / 146LBS,Right,4,LALIGA EA SPORTS,Medium,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luka-modric/177003,,,,,,M
6702,Frenkie de Jong,Holland,FC Barcelona,CM,CM,27,87,82,69,86,87,77,78,80,83,77,72,68,66,70,53,88,78,64,91,89,84,87,79,88,89,87,90,82,72,76,76,77,82,89,74,74,"181CM / 5'11""FT",74KG / 163LBS,Right,3,LALIGA EA SPORTS,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frenkie-de-jong/228702,,,,,,M
6703,Lautaro Martínez,Argentina,Inter,ST,"ST, CF",27,87,80,86,71,85,48,85,83,77,90,90,85,78,91,74,78,58,54,75,73,78,86,89,88,86,84,86,45,86,55,31,44,93,80,84,90,"174CM / 5'9""FT",72KG / 159LBS,Right,4,Serie A TIM,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lautaro-martinez/231478,,,,,,M
6706,Martin Ødegaard,Norway,Arsenal,CAM,"CAM, CM",25,87,72,81,88,87,61,64,74,71,83,82,82,83,79,63,89,85,85,90,87,83,85,82,84,89,86,86,66,55,67,55,54,66,81,56,64,"178CM / 5'10""FT",68KG / 150LBS,Left,2,Premier League,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-degaard/222665,,,,,,M
6707,Mike Maignan,France,Milan,GK,GK,29,87,85,82,87,89,51,85,50,53,15,15,65,20,16,15,65,18,16,65,61,38,41,56,85,40,31,68,25,17,23,16,19,75,39,78,35,"191CM / 6'3""FT",89KG / 196LBS,Right,4,Serie A TIM,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mike-maignan/215698,85,82,87,85,89,M
6710,Marquinhos,Brazil,Paris SG,CB,CB,30,87,78,56,75,74,89,80,76,80,70,59,65,45,35,52,76,68,32,84,85,58,68,67,86,79,69,86,89,88,90,89,88,89,83,78,81,"183CM / 6'0""FT",75KG / 165LBS,Right,3,Ligue 1 Uber Eats,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marquinhos/207865,,,,,,M
6711,Marquinhos,Brazil,Paris SG,CB,CB,30,87,78,56,75,74,89,80,76,80,70,59,65,45,35,52,76,68,32,84,85,58,68,67,86,79,69,86,89,88,90,89,88,89,83,78,81,"183CM / 6'0""FT",75KG / 165LBS,Right,3,Ligue 1 Uber Eats,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marquinhos/207865,,,,,,M
6712,Marquinhos,Brazil,Paris SG,CB,CB,30,87,78,56,75,74,89,80,76,80,70,59,65,45,35,52,76,68,32,84,85,58,68,67,86,79,69,86,89,88,90,89,88,89,83,78,81,"183CM / 6'0""FT",75KG / 165LBS,Right,3,Ligue 1 Uber Eats,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marquinhos/207865,,,,,,M
6713,Marquinhos,Brazil,Paris SG,CB,CB,30,87,78,56,75,74,89,80,76,80,70,59,65,45,35,52,76,68,32,84,85,58,68,67,86,79,69,86,89,88,90,89,88,89,83,78,81,"183CM / 6'0""FT",75KG / 165LBS,Right,3,Ligue 1 Uber Eats,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marquinhos/207865,,,,,,M
6714,Gregor Kobel,Switzerland,Borussia Dortmund,GK,GK,26,87,86,84,74,89,44,85,38,52,10,10,56,10,10,12,59,13,12,39,33,13,37,29,85,34,24,66,14,13,15,15,15,71,30,81,24,"195CM / 6'5""FT",88KG / 194LBS,Right,3,Bundesliga,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gregor-kobel/235073,86,84,74,85,89,M
6715,Heung Min Son,Korea Republic,Spurs,LW,"LW, LM",32,87,87,88,80,84,42,70,85,88,90,89,88,89,79,73,81,83,74,82,72,87,81,74,89,82,87,87,39,68,47,34,33,78,88,64,62,"183CM / 6'0""FT",78KG / 172LBS,Right,5,Premier League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/heung-min-son/200104,,,,,,M
6718,Gianluigi Donnarumma,Italy,Paris SG,GK,GK,25,87,90,82,79,89,52,83,50,55,14,12,59,18,8,24,60,12,14,36,34,12,64,38,84,30,28,65,26,12,20,14,16,71,34,72,30,"196CM / 6'5""FT",90KG / 198LBS,Right,3,Ligue 1 Uber Eats,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluigi-donnarumma/230621,90,82,79,83,89,M
6719,Manuel Neuer,Germany,FC Bayern München,GK,GK,38,87,84,85,90,84,49,88,48,50,12,13,68,16,11,47,70,15,11,60,68,14,51,35,84,46,30,70,30,25,17,10,11,77,43,80,29,"193CM / 6'4""FT",93KG / 205LBS,Right,4,Bundesliga,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-neuer/167495,84,85,90,88,84,M
6720,Ousmane Dembélé,France,Paris SG,RW,"RW, LW, RM",27,86,93,77,81,87,36,57,94,93,80,75,83,76,76,75,83,86,64,80,76,82,90,81,80,87,89,81,36,43,42,30,33,65,68,52,54,"178CM / 5'10""FT",67KG / 148LBS,Left,5,Ligue 1 Uber Eats,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ousmane-dembele/231443,,,,,,M
6723,Bukayo Saka,England,Arsenal,RW,"RW, RM",23,86,85,81,79,87,60,70,88,82,82,83,78,79,79,82,83,83,69,81,69,81,85,86,85,87,89,80,62,45,60,62,60,70,84,63,68,"178CM / 5'10""FT",65KG / 143LBS,Left,3,Premier League,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bukayo-saka/246669,,,,,,M
6724,Jude Bellingham,England,Real Madrid,CM,CM,21,86,76,75,79,85,78,82,77,75,79,77,78,74,71,57,84,66,49,87,86,73,81,79,86,85,86,81,82,69,77,79,77,79,93,75,85,"186CM / 6'1""FT",75KG / 165LBS,Right,4,LALIGA EA SPORTS,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jude-bellingham/252371,,,,,,M
6725,Rafael Leão,Portugal,Milan,LW,"LW, CF, ST, LM",25,86,93,80,75,87,27,76,93,93,84,84,80,74,74,63,75,78,60,80,63,80,85,80,84,87,89,83,24,65,22,24,21,85,77,80,60,"188CM / 6'2""FT",81KG / 179LBS,Right,4,Serie A TIM,Medium,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafael-leao/241721,,,,,,M
6726,Pedri,Spain,FC Barcelona,CM,CM,21,86,78,69,82,88,70,74,81,76,79,72,68,68,56,53,88,68,62,88,86,79,88,90,87,88,87,87,73,50,68,77,65,73,87,73,62,"174CM / 5'9""FT",60KG / 132LBS,Right,4,LALIGA EA SPORTS,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedri/251854,,,,,,M
6728,Matthijs de Ligt,Holland,FC Bayern München,CB,CB,25,86,66,61,64,68,85,86,62,70,44,50,84,75,45,40,45,52,55,79,78,48,53,62,85,73,65,82,82,85,87,85,88,88,75,91,86,"189CM / 6'2""FT",89KG / 196LBS,Right,3,Bundesliga,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthijs-de-ligt/235243,,,,,,M
6729,Sandro Tonali,Italy,Newcastle Utd,CDM,"CDM, CM",24,86,84,74,81,81,82,84,81,86,75,69,82,83,68,64,79,78,81,85,83,75,81,83,83,85,78,84,84,70,83,84,81,84,86,82,84,"181CM / 5'11""FT",79KG / 174LBS,Right,4,Premier League,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandro-tonali/241096,,,,,,M
6730,Riyad Mahrez,Algeria,Al Ahli,RM,"RM, RW",33,86,79,81,81,89,38,60,84,75,84,81,82,82,76,73,84,80,80,83,75,85,91,88,84,91,89,81,39,56,45,31,22,71,75,57,48,"179CM / 5'10""FT",67KG / 148LBS,Left,4,ROSHN Saudi League,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riyad-mahrez/204485,,,,,,M
6732,Jamal Musiala,Germany,FC Bayern München,CAM,"CAM, CM, LM",21,86,85,75,76,91,63,61,84,86,81,79,73,75,70,55,82,67,51,82,77,69,93,92,86,89,94,84,65,49,64,63,68,65,78,53,59,"184CM / 6'0""FT",72KG / 159LBS,Right,4,Bundesliga,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jamal-musiala/256790,,,,,,M
6733,Nicolò Barella,Italy,Inter,CM,CM,27,86,78,78,82,85,78,80,79,78,83,78,77,79,80,73,83,79,67,86,83,79,90,90,89,87,81,86,83,53,80,79,81,73,94,73,84,"175CM / 5'9""FT",68KG / 150LBS,Right,3,Serie A TIM,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolo-barella/224232,,,,,,M
6735,Ronald Araujo,Uruguay,FC Barcelona,CB,"CB, RB",25,86,79,51,65,62,86,84,71,85,56,56,61,35,38,43,59,58,45,76,66,47,56,55,84,68,55,76,85,85,86,86,86,90,73,87,87,"188CM / 6'2""FT",79KG / 174LBS,Right,3,LALIGA EA SPORTS,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ronald-araujo/253163,,,,,,M
6736,Paulo Dybala,Argentina,Roma FC,CF,"CF, CAM, ST",30,86,80,85,85,90,40,60,84,76,82,83,84,89,90,87,91,82,88,86,79,89,88,90,79,93,90,79,42,58,32,41,39,73,72,60,43,"177CM / 5'10""FT",75KG / 165LBS,Left,3,Serie A TIM,High,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paulo-dybala/211110,,,,,,M
6737,İlkay Gündoğan,Germany,FC Barcelona,CM,"CM, CDM",33,86,62,81,84,86,72,73,65,60,84,82,79,80,75,80,86,77,80,88,84,86,77,77,86,91,86,87,75,50,77,75,67,67,75,73,70,"180CM / 5'11""FT",80KG / 176LBS,Right,4,LALIGA EA SPORTS,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ilkay-gundogan/186942,,,,,,M
6739,Sergej Milinković-Savić,Serbia,Al Hilal,CM,CM,29,86,68,80,82,82,79,86,66,70,82,82,83,81,74,59,83,71,78,86,86,81,62,63,84,87,85,84,79,86,78,79,74,88,91,87,79,"192CM / 6'4""FT",95KG / 209LBS,Right,5,ROSHN Saudi League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergej-milinkovic-savic/223848,,,,,,M
6740,Khvicha Kvaratskhelia,Georgia,Napoli FC,LW,"LW, RW, LM",23,86,84,80,81,87,41,71,83,84,84,82,78,83,64,65,86,78,65,83,76,82,85,73,84,88,89,82,40,62,38,39,34,77,79,70,62,"183CM / 6'0""FT",70KG / 154LBS,Right,5,Serie A TIM,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/khvicha-kvaratskhelia/247635,,,,,,M
6741,Andrew Robertson,Scotland,Liverpool,LB,"LB, LWB",30,86,80,61,82,81,81,77,82,78,80,55,76,65,32,55,82,87,71,82,76,82,75,74,85,83,81,83,83,67,82,83,81,77,95,65,85,"178CM / 5'10""FT",64KG / 141LBS,Left,2,Premier League,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrew-robertson/216267,,,,,,M
6742,Parejo,Spain,Villarreal CF,CM,"CM, CDM",35,86,49,83,90,80,73,69,53,46,81,83,81,88,72,88,90,86,91,92,90,88,62,72,79,86,81,85,80,61,72,73,71,66,75,70,59,"182CM / 6'0""FT",74KG / 163LBS,Right,4,LALIGA EA SPORTS,Medium,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/parejo/189513,,,,,,M
6744,Sadio Mané,Senegal,Al Nassr,CF,"CF, LM, ST",32,86,85,83,79,87,44,74,84,85,85,85,85,78,75,75,83,78,64,83,71,77,87,88,88,86,87,84,35,79,42,42,38,85,79,70,75,"174CM / 5'9""FT",69KG / 152LBS,Right,4,ROSHN Saudi League,Medium,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sadio-mane/208722,,,,,,M
6745,Toni Kroos,Germany,Real Madrid,CM,"CM, CDM",34,86,51,80,90,81,70,71,55,48,74,76,89,85,82,73,89,88,84,92,92,86,63,71,88,88,80,88,80,58,71,70,60,61,75,72,68,"183CM / 6'0""FT",76KG / 168LBS,Right,5,LALIGA EA SPORTS,Medium,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toni-kroos/182521,,,,,,M
6747,Éder Militão,Brazil,Real Madrid,CB,CB,26,86,85,50,69,71,86,82,82,88,64,48,62,42,34,60,59,69,40,78,76,60,70,62,85,72,70,74,86,87,86,87,85,92,85,79,84,"186CM / 6'1""FT",78KG / 172LBS,Right,3,LALIGA EA SPORTS,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eder-militao/240130,,,,,,M
6748,Christopher Nkunku,France,Chelsea,CF,"CF, CAM, ST",26,86,82,81,83,88,62,67,81,82,86,86,79,78,70,67,84,81,80,85,80,82,88,90,85,88,89,81,64,61,62,64,54,74,78,64,59,"175CM / 5'9""FT",73KG / 161LBS,Right,3,Premier League,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christopher-nkunku/232411,,,,,,M
6749,N'Golo Kanté,France,Al Ittihad,CDM,"CDM, CM",33,86,69,65,73,80,85,77,74,64,72,64,71,65,56,54,77,68,49,80,74,49,78,92,89,81,78,84,88,54,88,90,85,70,84,70,89,"168CM / 5'6""FT",70KG / 154LBS,Right,3,ROSHN Saudi League,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/n-golo-kante/215914,,,,,,M
6752,João Cancelo,Portugal,FC Barcelona,LB,"LB, RB, LWB",30,86,81,73,85,84,80,72,86,77,81,69,80,79,62,52,85,87,69,87,79,87,79,78,84,86,85,85,81,72,79,83,79,80,88,62,76,"182CM / 6'0""FT",74KG / 163LBS,Right,4,LALIGA EA SPORTS,High,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-cancelo/210514,,,,,,M
6753,Cristiano Ronaldo,Portugal,Al Nassr,ST,"ST, CF",39,86,77,88,75,80,34,74,73,80,90,87,92,85,83,90,76,76,75,76,70,79,76,61,87,86,77,92,29,87,24,32,24,93,77,76,62,"187CM / 6'2""FT",85KG / 187LBS,Right,4,ROSHN Saudi League,High,Low,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cristiano-ronaldo/20801,,,,,,M
6754,Trent Alexander-Arnold,England,Liverpool,RB,"RB, RWB",25,86,76,69,90,79,80,73,73,79,78,62,82,75,63,55,90,93,85,88,91,87,72,72,84,84,78,82,83,69,79,83,78,74,89,66,69,"180CM / 5'11""FT",69KG / 152LBS,Right,4,Premier League,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/trent-alexander-arnold/231281,,,,,,M
6757,Wojciech Szczęsny,Poland,Juventus,GK,GK,34,86,86,83,73,87,49,86,51,47,14,12,55,14,14,18,48,12,14,32,36,16,55,51,82,22,11,65,15,16,20,13,12,70,45,65,40,"195CM / 6'5""FT",90KG / 198LBS,Right,3,Serie A TIM,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wojciech-szczesny/186153,86,83,73,86,87,M
6759,Jack Grealish,England,Manchester City,LW,"LW, LM",28,85,76,76,84,88,53,73,79,74,82,76,76,79,72,58,87,83,74,85,81,83,84,85,84,90,89,88,49,48,58,54,48,71,83,71,65,"180CM / 5'11""FT",81KG / 179LBS,Right,3,Premier League,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-grealish/206517,,,,,,M
6760,Kylian Mbappé,France,Paris SG,ST,"ST, LW, CF",25,91,97,90,80,92,36,78,97,97,93,94,90,83,84,84,83,78,69,86,71,80,93,82,93,92,93,88,38,73,26,34,32,88,88,77,64,"182CM / 6'0""FT",75KG / 165LBS,Right,4,Ligue 1 Uber Eats,High,Low,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kylian-mbappe/231747,,,,,,M
6762,Erling Haaland,Norway,Manchester City,ST,"ST, CF",24,91,89,93,66,80,45,88,82,94,96,96,94,86,90,84,74,47,62,77,53,77,76,72,94,82,79,87,43,83,38,47,29,93,76,93,87,"195CM / 6'5""FT",94KG / 207LBS,Left,3,Premier League,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/erling-haaland/239085,,,,,,M
6763,Kevin De Bruyne,Belgium,Manchester City,CM,"CM, CAM",33,91,72,88,94,87,65,78,72,72,88,85,92,92,83,83,95,95,83,94,94,92,74,78,92,92,86,88,66,55,66,70,53,72,88,74,75,"181CM / 5'11""FT",75KG / 165LBS,Right,5,Premier League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-de-bruyne/192985,,,,,,M
6765,Lionel Messi,Argentina,Inter Miami CF,CF,"CF, CAM, ST",37,90,80,87,90,94,33,64,87,74,91,89,83,90,86,75,92,83,93,91,90,93,91,95,88,93,96,96,40,60,20,35,24,71,70,68,44,"169CM / 5'7""FT",67KG / 148LBS,Left,4,MLS,Low,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lionel-messi/158023,,,,,,M
6767,Karim Benzema,France,Al Ittihad,CF,"CF, ST",36,90,79,88,83,87,39,78,78,79,92,91,87,81,88,85,90,75,73,89,76,82,77,72,92,91,87,90,39,90,43,24,18,85,82,82,63,"185CM / 6'1""FT",81KG / 179LBS,Right,4,ROSHN Saudi League,Medium,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karim-benzema/165153,,,,,,M
6768,Thibaut Courtois,Belgium,Real Madrid,GK,GK,32,90,85,89,76,93,46,90,42,52,13,14,57,17,12,27,44,14,20,33,35,19,63,45,88,23,13,66,15,13,20,18,16,68,38,70,23,"199CM / 6'6""FT",96KG / 212LBS,Left,3,LALIGA EA SPORTS,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thibaut-courtois/192119,85,89,76,90,93,M
6769,Harry Kane,England,FC Bayern München,ST,"ST, CF",31,90,69,93,84,83,49,83,67,71,94,95,93,87,89,92,87,80,65,87,88,82,66,73,93,87,82,92,42,89,46,46,38,87,83,84,80,"188CM / 6'2""FT",89KG / 196LBS,Right,5,Bundesliga,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harry-kane/202126,,,,,,M
